dr7objid,asset_id,gz2_class
587733604254089308,70387,Er
587735349109326075,81925,Ser
587726033340727485,19697,Ei
588017724411281519,221647,Ei
588017627761999966,215157,Ec
587732152565367074,52509,Ei
587741490352292464,150275,SB
587734893827063875,75978,Ei
588017704565473592,219021,SB
587726033877139699,20284,Er
587726032790945957,18797,SB
587739811572220153,141627,Sb
587736946276302995,102674,Er
587728880875077878,26169,Er
588297865268625532,240510,SB
587731511530881240,281584,SB
587726100952907985,20721,Ser
588018054578045077,231927,Er
587726033854333073,19926,Ser
587737825675772134,106551,SB
587736782540374188,97362,Ser
587727865644777599,21549,SB
587735696442392778,86671,Er
587725552809279539,10355,Sc
587736753011229143,96641,Sc
587734304880066803,287061,Ei
587736585514385753,94519,SB
587733605340741786,71350,Ei
587739506618597400,130823,Ei
587738409789292732,110389,Sc
588017111288381576,208065,Er
587735348019200292,80720,Sc
587741603109732396,155641,Sc
588011218062016644,268784,SB
588848899929735277,243595,Er
587739720836120712,138484,Ec
587742578063573082,176705,Er
587745243084095722,186214,Er
587736808837415086,98395,Ei
587729160054571065,31942,Ei
587731512083611863,283070,Er
588015509265186959,291660,SB
588007003656224819,190773,Sb
587725818020954254,12983,Sb
587726101490630876,20977,Sb
588011101570334883,199580,Er
587736543630000206,92405,Ei
587732484897439963,56309,Ei
587736940369215644,101417,Er
587745244704014454,187030,Ei
587734623236587775,254167,Sc
587739707411529908,135843,Sc
587739380991459570,124691,Sb
587738409785819432,110337,Ei
587739647277203508,133871,Ei
587730846892884320,274385,Ser
587738409787457713,110364,SB
588007004167012460,190973,SB
587728931334193486,27534,Ei
587738066732908567,108022,Er
587742576451584069,175610,SB
587735665853464823,85074,Ec
587742573224001583,174636,Er
587733397572944126,65744,Sc
587736542562812130,91708,Er
587734894364393556,254464,Ei
587742628522819761,179564,Ei
588297864173191400,273150,Ser
587733609094054110,72089,SB
587736619325456689,95586,Sc
587729782275506213,40203,Er
587726033332797612,19566,Sc
587736919972970842,101118,Ei
588023669705605196,236976,Ser
588295842322645064,238582,Sb
587742627452092671,179103,Sc
587735349113978995,81996,Er
587739459371925577,129772,Sb
588017978360725661,226859,Sb
587736976882663755,103769,SB
587741603110060187,155677,Ei
587732701799055462,59700,Ser
588017604676616280,270041,Ec
587741707795366096,155732,Sc
587742568928510029,173795,Ser
588017991766179980,272211,Ei
588017604144005262,211552,Sc
587742061075562589,167114,SB
588017605228691570,212517,Er
587726031712944273,17448,Ei
587736618791403652,256409,Ser
588017703469318258,217183,Ei
587733604801642657,70909,Er
587732483821731953,55414,Sc
587733080272404615,64108,Er
587736807768588477,98062,SB
588017702950404316,216739,Sc
587739114699227384,118541,Ei
587741422179385579,262857,Er
587735695369437378,86215,Ei
588007005246455928,192004,Sc
588295842316681310,273038,Sb
587735347480101062,80194,SB
587732483270967402,54704,Ser
587732054317269211,251538,SB
588017702952697964,216804,Sc
587739609714262032,132779,Er
588018254302609782,234879,Ser
587742576442933320,175447,Sd
587739706874855517,135394,Ser
587742865816944797,184297,Sc
587739811562913977,141465,SB
587726101494497569,21060,Er
587739505542299837,130396,Sc
587735348033421478,80970,SB
587741532237267146,151807,Sc
587735344801841313,79891,Er
587728879806316567,25677,Er
587725550672216114,9043,Sc
587732134303629453,51177,Ei
587729751670915468,37776,Ei
587732482222981224,54045,Ec
587742576981377114,175905,Er
587733412067606815,67913,Sc
587736619859706188,95750,Sc
587736543626657991,92343,Sb
587736809917841677,98819,Er
588017705093038223,219357,SB
587741708862030071,156427,Sc
587738565479694875,111558,Ser
587734304338280824,286656,Ec
587736751933620272,256500,Sc
588013383815790793,204793,Sb
587739608087396456,131506,Ec
587737826748858565,257744,Sc
587734690346828085,73953,Sb
587725039018704913,3832,Sc
588011122501681236,199902,Sb
588017702411239616,270525,Sen
587739827136954617,142580,Er
587728931872374894,27767,Ei
588298664113537101,241325,SB
587725552814260354,10444,Er
588017724946383074,221953,Ei
587734862144405690,74567,Ei
587733079205609512,63766,Sb
587733080276795527,64251,Sc
587739827131646119,142444,SB
587725552805740901,10312,Ei
587739719764410505,137534,Ei
587739382064480547,125172,SB
588017703466041444,270638,Ec
587742550143729774,171740,SB
587725503949242612,8309,SB
587739376690921959,123534,Sc
587726100417741184,20551,Sb
587739845919899762,145477,Ser
587722983890944072,1358,Ei
587741707808342034,155888,Sc
587742190979711052,170936,SB
587735744230654411,88397,Ei
587742610808176791,177927,Ei
587742060524994594,166178,Sc
587745401997557791,187173,Sb
587739721914777793,139524,Er
588017604674388086,211855,Ec
587730022519668975,41609,SB
588017990705152459,230254,Ei
587742061094568059,167419,SB
587726013998628979,14587,Ei
587741817323978880,160801,Ser
588017702946996428,216639,SB
587734892748669007,75485,Sc
587725550137376856,8670,Ser
587725503946227957,246516,Ser
588010880366805070,198765,Sb
588848899911057547,243315,Er
588017991229374543,230436,Sb
588016891171897524,269446,Sc
587742189366476824,265050,Sd
587741600423674004,153958,Ei
587726016164790423,16523,Sb
587736919971856510,101077,Sc
587739377779802254,124087,Sb
587735430154158169,82623,Ser
587735343180546617,79245,Sb
587739380993491151,124740,Sb
587739406800191709,127119,Sc
587736584439857202,93778,SB
587741386738172204,148082,SB
587742903404986546,184963,Ser
587736915140280472,100017,Sc
587736807762755789,97984,Ei
588017605223710797,212430,Ser
587735342652588159,79172,SB
587742012738043969,162327,Er
587742013301260411,163427,Sb
587735429078712394,82407,Er
588017721183830271,220651,Sd
587729231982232074,33188,Ei
587734304882098351,287132,Er
587725550656422067,8808,Sc
587734892214419540,254342,SB
587738196110475494,109123,Ei
587733081344245873,64641,SB
587741602032189540,154834,SB
587732054309798143,50860,Sc
588295842861875250,238773,Sb
587736542550294664,91407,SB
587728677390713001,24695,Sen
588297865266331745,240476,Er
587726014546575633,247325,Sd
588018254298742807,234803,Ei
587742576978362478,175864,Ec
588295840708624519,238102,Sb
588018089467642055,233282,Ei
587741422177550551,262856,Sc
587742013299359945,163386,Er
587728665579880487,24008,Ei
587732701250977889,59167,Ei
587739815317209187,142073,Sc
587739809963114945,140246,Er
587733081349685430,64807,Sc
587741828045406294,161218,Ei
587745244705783929,187053,SB
587739810501296278,140771,Ei
587729408076415063,35828,Sc
587731886266974806,251153,SB
588018055122125066,232135,SB
588011124657881204,200689,SB
588016840167064174,205417,Ei
587735662089273469,83895,Ec
588023047472742737,235652,Er
587739610249953392,133112,Ser
587739098597228654,118187,Ei
588010880371916952,198851,Er
587734892218351755,75393,Ei
587739707411988531,135852,SB
588013382740672596,204003,Er
587739406255390904,126231,Sb
588295842856501404,238699,SB
587725550654128548,8779,SB
588010877682319443,197264,Ei
587745403611381939,187893,Ei
587739721369911424,138875,Sc
587738066725109786,107880,Er
587739407317794867,127541,SB
587741421105512506,149128,Ei
588017977280757855,225666,Ser
587733604266541391,70582,Ei
588017949353050206,225225,Ei
587736943056453645,102615,Ei
587739609159630946,132161,Ei
588848898853437598,242205,Sc
587736976887251204,103897,Ec
587730022799835217,41925,Er
587738196110475445,109122,SB
587739708493529192,261402,SB
588017109688713371,207628,Er
588017978377633988,227219,Ei
587732471456924077,53560,Sc
587732483267887217,54648,SB
587735663162360066,84248,Sb
587732152296079487,52479,Sc
587739131882700836,259281,Ser
587726032231137479,247653,Ec
588017626171637879,214256,Sb
587745243621884044,186480,Ei
587739720294858861,137840,Er
587726033334436034,19620,Sc
587739646741971072,133726,Er
588017115595014345,209050,Sc
587732482735341630,54185,Er
587728309103362055,23586,Sb
588848899365208195,242442,SB
587734893292421244,75816,Ei
587742568927133857,173785,Sc
587725552279290019,10157,Ei
587730847424316449,274436,Ei
588010358011265222,195247,Ec
588010359083040945,196131,Ser
588017978361839711,226874,Ser
587738947210641507,115563,Ei
587734950207160425,77449,SB
587739407322775760,127589,Sb
587739505011720448,130281,Sc
588018055114981516,272329,Sc
587725578037362875,11033,SB
587739097531940907,117956,Ei
587725774534410322,11753,Er
588017627229323348,214819,Sen
587736808845607110,98514,Er
587737827283304854,107136,Sb
587739098055508124,117973,Sb
588017626688913555,270324,Sen
587741817312379107,160645,Er
588848899934126739,243669,Sb
587735742614077669,87535,SB
587724650336092348,3397,Er
588017729762296023,223414,Sc
587735348012909076,80634,Ei
587725039015886993,3760,Ei
587722984429584520,1786,Er
588017569241563264,210425,Ser
587741488764813433,149491,Er
588297864712159246,239793,Ei
588017728151814268,223023,Sc
587739504477405284,130055,SB
587742575924805956,265659,Sc
588023669167751268,236685,SB
588295840178045038,238063,Sc
587728309632958631,248318,SB
587739720021901422,137720,Sc
587745244705915094,187056,Sc
587739648347668654,134172,Sen
587726031184920689,17038,SB
587739809419165859,139723,Sc
587736813669318854,99295,Sc
587736477593895108,88906,Ei
587742190977744989,170890,Er
587739844847009928,144804,SB
588011216987685076,200887,SB
587742610803917012,177870,SB
587731499187241058,43758,Er
587736914603802810,99899,SB
587739809953349854,139969,SB
587736812596756666,99039,Er
587738946663219411,115005,Er
587741421640286384,149300,Sb
587742190442971323,170622,SB
587725040090874047,4286,Sc
587731512069718066,282514,Er
587732152555078057,52484,Sb
587728931334389773,27535,Ei
587741709402046874,156803,Ei
587738570320380149,112708,Er
587741724968878125,158715,Er
587741422174732533,149359,Ei
587742061616300158,167947,Er
587738066738872490,108078,Sc
587729777984405753,39582,Sb
587735042535653676,77477,Er
588018253230309833,272576,SB
587742629071552583,180012,Er
587729776374775928,38945,Er
587736915147751705,100169,Er
587738947193995683,115318,SB
587732769972617354,61048,Er
587726033854136328,19918,Sc
588017605232099455,212546,Er
587725590381920411,11318,SB
587725552812032172,10410,SB
587731872847560859,47293,Ei
588010359620436109,196579,Sc
588017625634701368,213894,SB
587735665304338586,84577,Sc
587734623788531861,73934,Ei
587733080807899295,64361,Sc
587729776904044625,39029,Er
587742191528050888,265220,SB
588017567635538106,210258,Ei
587741722822377612,158306,Sc
588017702386401453,215645,Ei
587735662087176344,83846,Sc
587733397575106635,65784,SB
587732482735931623,54198,Ec
587729386597777567,34191,Sc
587737825139884174,106363,Sb
587739407339028603,127890,Er
587726014537334939,14944,Ei
587732582057050199,58212,Er
588017978336804993,271712,SB
587737810645942452,106251,Sb
587736916215595184,100499,Er
587739382070247777,125282,Ec
587742772952170584,180817,Ei
587732470919266685,53416,Sc
588848898851471560,242175,Er
587734949125750907,76882,Ei
587732157928439862,53210,Ei
587742014342299815,164160,Sc
588017977836830850,226340,SB
587739814781321530,141994,Ec
587739810493628525,140609,Ei
587739506079236320,130585,Sc
587732772121804990,62979,Ei
587729772607242459,38334,Er
587741723360297051,158547,Er
587731186455019669,278743,Ser
587729777990369661,39679,Ec
587725589845049563,11196,Sb
587726033854398523,19929,SB
587725550677590128,246615,Sen
587729159507673287,249181,Ec
587733604792795324,253825,Sc
587742061604765868,167792,SB
587741490351375042,150253,Ei
587739608088379504,131514,Er
587731187273367554,280086,SB
587731869633806415,46717,Er
587728678466224156,24909,Ser
587742610810732935,265937,SB
588011123576537230,200251,Ei
587739166238507193,259531,Ei
587732152032428172,52446,Ei
587732771587293284,62497,Sc
587733080273649670,64169,Sb
587742864746872996,184019,Sc
587734623241633940,73705,Sb
587728880346202276,26018,Er
588017114516422810,208787,Sc
587742575919694004,175288,Er
587734863216443569,74769,Er
587736542017421349,91092,Sd
587728930267005107,248726,Ser
587725489989288107,246458,Sb
587733410450637031,67128,Sc
587732484907008190,56411,Sa
587731681191067842,45906,Er
587726102019244194,21087,Sd
587741722283540579,158100,Er
587739405708623986,125641,Sb
587724650336157878,3406,Ser
587741489827086474,150020,SB
588023045864816844,235092,SB
587734622704042325,73409,Ser
588017948279701582,224604,Ei
588017627236597884,214939,Ei
587731514230702166,285954,Ei
587734623249629345,73809,SB
587735661010157636,83436,Sb
587739379913457788,124197,Sb
587741708862030195,156428,Ser
587736809914106013,256767,Sc
587732482198339801,53711,Ei
588848901518917743,245362,Sc
587735744232227298,88419,Sb
587729409156776102,36431,Ec
587742615639097656,178749,Sb
588017604688805969,212054,Sb
587734621638623319,72991,Ei
587736946813501992,102717,Er
587728881418305657,26408,Sc
587731500798771344,44167,SB
588848899386900496,242771,SB
588017115595145300,209052,Sc
587745243631255718,186623,Sc
587734623245762682,73758,SB
587735043078684859,77808,SB
588015510340436113,294166,Er
587736752475275875,96458,Sb
587739719762247817,137479,Ec
587732577773486207,56951,SB
588023721244754088,237715,Sb
587735349114437721,82014,SB
588010134655402230,267969,Sc
588010136265818357,194646,Sb
587728669340533046,24287,Sc
588009366664249462,193170,Sd
587736619860689110,95762,Sc
588017720638963841,220279,Ei
587732134843252846,51485,Er
588011217522589888,200965,Sc
588013382733070412,203913,Er
587744874785472811,186031,Er
587731891112968341,49081,SB
587731869625680009,46546,Ei
588017606288539697,213102,Er
587732049483858035,251417,Ser
587739719222231124,137239,Ei
587742062669463586,264949,Sd
587739407336341797,127840,Ser
587729153598292081,29749,Ei
587732578298560585,57092,SB
587725775607103724,11934,Er
587736586053943633,94889,SB
587741420564971732,148965,Sen
587729773146341568,38472,Sc
587739829276704956,144158,Ei
588017730299232387,223586,Ec
587733431919509603,68679,Er
587729746837307677,37243,Er
587739504477798527,130096,Ei
588017604144005140,211551,Ei
587739610231668848,132841,SB
587739648356384865,134294,Er
587726015627001921,16027,Er
587731870698373197,47026,Sc
587725816964120719,12586,Ei
587741709954908352,157380,Ei
588017977287442607,225734,Ei
587742573761134651,174818,Ec
588007004729770247,191681,SB
588010358544924919,195646,Er
587742576994746542,265743,Sc
588016891170848771,206750,Sc
588848900993122509,245015,Ei
587742059996184698,165773,SB
587729158967394430,30853,SB
587736586046734564,94748,Ei
587741532777545949,152324,Ei
587732484374069386,56159,Ei
587738953098854438,117268,Er
587739457758036139,129266,SB
587731185672650836,277801,Sc
587725550144323690,8757,SB
587726033865932955,20141,SB
587738066196037802,107787,Sc
587730846888296831,274243,Ec
587732577771651308,56935,Sc
587732581519982754,58080,SB
588017949346299987,225110,Sb
587739610230227035,132810,Sc
588023240207564915,236116,SB
587729157897977888,30192,SB
587732579386785840,57847,Sc
587736975811477730,103329,Ei
587733080273322116,64156,SB
587736919967596797,100997,Sc
587741600410959941,153795,Ei
587725816940724372,12278,Sb
587736899037692202,99651,Ec
587739406772535461,126695,Er
587736781998325888,97058,SB
588848900450812103,244167,Ec
588009367474995302,193404,Ser
588023721246785793,237755,Sc
587725040629186660,4540,Er
587745539979739294,188547,Sc
587736478666064144,89431,Ei
587736977416061022,104004,Er
588013384346239051,204983,Sb
587739295088902260,121961,Sc
587729386617700502,34460,Ei
587739829272248324,144036,Sc
587735236344217835,78397,Sb
587732134306578454,51228,Ei
587739098598867000,118211,Sb
587741723363180716,263811,SB
588017991238484266,230682,Sc
587736941444530422,101804,SB
587734948593795304,76675,Er
588023670243065938,237222,Sb
587736916218282388,100548,Ec
588023239669645578,235993,Er
587738616483217529,114011,Ei
587726014011473924,14786,Sen
587739132966863140,120449,Ei
587731870173036638,47021,Ei
588297864185839742,239563,Sc
587725551191588990,9190,Er
587736809916203195,98781,Ei
587741387273994498,148157,Sc
588015508217331864,290284,Sc
587732702323605727,59907,Sb
588015508735721592,290744,Sc
587732578308915408,57252,Er
587732152565629050,52511,Ei
587742061633667452,168232,Er
587745403610530032,187882,SB
588017724933275872,221723,Sb
587731679581175954,45399,Ei
587732771036921989,61770,Ei
588017704019493042,218181,SB
588017704554266772,218831,Sen
587729408616562956,36135,Sb
588017979975598200,229437,Er
588017626148962409,213960,Ec
587741533307273448,152758,SB
587742550685712577,172164,SB
587734949669896352,77284,Er
588017725474603018,271183,Sc
587741724973137965,158757,Er
587729158432489587,30431,Sc
588017603610148966,211177,Ei
587741602571616384,155209,Sc
588018055123566757,232146,SB
587736753013326351,96695,SB
587725818563330068,13356,Ec
588023670242344990,237203,Sc
587742188832030836,169750,Er
588017605218992282,270096,SB
587739845396922914,145381,SB
587738409253863532,110148,Ec
588017704531656768,218416,Sb
587732702864801964,60370,Sc
587729158977880249,31005,Sc
587742573224460321,174652,Er
587729408614203595,36113,Er
587742775631085633,266528,Sb
587734305414119658,287241,Ei
587739809965277650,140287,Er
587739505550033023,260553,Sc
587739648888602725,134362,SB
587735666386534561,85374,Sc
587739707410088053,135805,Sc
587728307488424083,22849,Ei
587732134849478769,51599,Sb
587739506085199998,130651,Er
587736477595468106,88954,Ser
587732580980424785,57909,SB
587742774026698850,181446,Ei
587739381527675059,124901,SB
587742775628464242,182279,Sb
587726016144408758,16147,Ser
587739809949745266,139862,Sc
587741533312778453,152805,Ei
588017991237108019,272166,Ec
587739384742347080,125346,Sc
587741709940817938,263670,Sb
588017703489306854,217606,Ei
587735348025032961,80808,Ser
587739811039478078,141319,Ei
588017992306458837,231442,Sb
587736586573447334,94935,SB
587737809568399601,105817,Ser
588848901529927841,273772,Ser
587741490894012753,150813,SB
587728931334717694,27544,SB
587742551216291970,172413,Ei
587731890575835251,48915,Er
587742611336200263,178018,Ei
587731511544184903,282173,Ser
587732702872535216,252627,SB
587726102027894930,21280,Sc
587739828742258925,262190,Sc
587742062665007135,169054,Ec
587732702330093770,60015,Sc
587734949653971069,77055,Sb
587732484897439768,56305,Ec
587733397572813127,65741,Sb
587742902332227740,184726,SB
588297864187609251,239602,Sc
587738947745415254,115961,Sb
587734304879149215,287029,Sc
588298664653160644,241544,Ser
588017604692475982,212094,Sc
587725041171628256,4862,SB
587736541481009288,256025,SB
588017947208122475,224023,Ei
587730022790267038,41661,Ei
587736808299561075,98188,Ei
587735663162884382,84279,Er
587739506623840446,130885,SB
587741603095707820,155373,Sc
587742061607256168,264809,Sb
588023046409683143,235385,Sb
587730023865057528,42302,Sb
587741390500987006,148374,Ser
587733609626009767,72248,Sb
588017991774503086,231144,Er
587732483272343730,252000,Sb
587738574605385856,113430,SB
587741421635764328,149247,Sc
587738946671214601,115091,Sc
587741489818239208,149885,Sc
588017947752923344,224427,Ei
588017978373046613,227079,Sb
587725039552561266,4006,SB
588023240744108138,236198,Er
587736524294586438,89974,Er
588017111290413156,208123,Er
588298662501023847,240805,SB
587739809965539764,140291,Ei
587742775093100630,266479,Sb
587735661546504298,83578,Er
587741600421707851,153932,Ei
587742627994337514,179408,Ec
587742594695626801,177372,Sc
587736586043850916,94685,Ei
587736782535000287,97270,Ei
587745244694577422,186916,Sc
587732590642200684,58764,Er
587738411402199150,111168,SB
587739708488810563,136873,Er
587733399187947796,66648,Er
587735348011598377,80605,Ei
587726015077417163,15404,Sc
587739707944272029,136267,SB
588017111836393547,208468,SB
587739131886567589,119689,SB
587741708340166749,263581,Sd
587729653429305612,249839,SB
587741722823753834,158373,Ec
587725469053288552,6550,Ei
587732156314878382,251793,Ei
587738066729304338,107955,Sc
587738065659887733,107545,Sc
587731891113230496,49092,Ei
587738948272914477,116194,SB
587733609621881064,72187,Er
587739380457472234,124511,Ser
587742616173347149,178870,SB
588017606294175835,213162,SB
587738067267092683,108201,Ser
588297865261875292,240396,SB
587738947215622181,115642,Er
587732483546480890,55146,Er
587731185655742716,277158,SB
587733398105424003,65977,SB
587734304342999218,286781,Ei
587742062677459114,169225,SB
588017605761040474,212869,SB
587742578067112102,265800,Er
587724648191098979,2327,Sc
587735666914623633,85564,SB
587735697527013549,255670,Sc
588017721174327393,220445,SB
587739506081792100,130627,Sc
588017110750986429,207867,Ec
587732135918239769,251658,Ser
587731511548969298,282341,Sb
587732771045507144,61903,Sc
587736542560780296,91613,Ei
587731185121427706,276250,SB
587732483825467628,55482,Sb
587727944030552243,22552,Sb
587731680122503257,45654,SB
587737810104287350,106009,Sb
587732152031314041,52433,Er
587732579381477563,57766,Sc
587733412053057774,67703,Sb
587742013280223287,163079,Ei
587731892190511189,49449,Sc
587726102028353823,21299,Ec
587741815710613666,159957,SB
588023669170700437,236771,Ei
587736916752990243,257031,SB
587742014378869009,164712,Er
587742611351274108,178234,Ser
587742060522635507,166147,Ei
587736477059449075,255781,Sen
587739706339033200,135128,Sen
587741602029174950,154781,Er
587738947756556358,116123,SB
588018056734507088,233086,Ser
587738947209920614,115543,SB
587732772122263693,62984,SB
587742061596311669,167660,Sen
587739407851847798,128244,Sc
587741722822115376,158302,SB
587738617556369643,114324,Sb
588017627235942583,214927,SB
587733609626271962,72252,SB
587741391571255324,148579,Sb
587734950199492613,77314,Ec
587729158430130269,30399,SB
587726015082135720,15503,Sc
587742576995139729,176139,Sb
587731889504583793,48668,Er
587729386610360470,34346,SB
587739114700537971,259167,SB
587738371668967653,109780,Ei
587729747374309580,37335,Ei
587737809027137909,105563,Ei
587738196651540712,109393,Sc
588015507672072320,288661,Er
587741533843423450,153144,Ser
587736477059252360,88664,Ei
587732703947456662,61015,SB
587733441054966038,69407,SB
587734622699192572,73310,Ei
587728879805530224,248550,Ser
588015509806514333,293033,Ei
587736914603868430,99902,Ser
587739115244945591,118866,Sc
588013383817494632,204843,SB
588011219681149178,201950,Sb
587741816772100483,160355,Sb
587725818574078210,13467,Sc
587722982836994423,933,Sc
587736477060235307,88697,SB
588295842318778509,238535,Er
588016840712913036,205722,Er
588015508216217738,290243,Sc
588010878758027344,197857,Ei
587735344262873213,79727,Ser
587741600948945040,154041,SB
587732583666286826,252359,SB
587738616491343921,114134,Er
587742773479473327,266330,Sb
588017114515964084,208776,Sc
587731869634723877,46739,Ser
587726015069487247,15305,SB
588011123046088853,200173,Sc
588010879843172516,198646,SB
587739302609944692,122262,Er
588017724938125557,221814,Sb
587736585517531260,94569,SB
587731869090709627,46359,SB
587733399185719523,253348,SB
588017626152632395,214010,Sb
587735665309909136,255352,Sd
588018090544988552,233713,Ei
587739707946893516,136359,Er
587729159518945327,31570,Ei
587738617567182978,114467,Ei
587739406261289114,126339,SB
588017719566794836,219898,SB
588017702923206746,216240,Er
587731172232200845,275217,SB
587733397565341851,65620,Er
588017991229505628,230441,Sc
587739167310938328,259565,Sen
587741489840455816,150234,Ei
587742774554460262,266424,SB
587742615639294220,178761,Er
588017604678320352,211927,Sb
588017979437416637,228624,Sc
588017992307441913,231470,Ei
587733410456600825,67198,SB
587741603100557369,155434,SB
588295841782497288,273027,Sc
587729751670194339,37765,Ser
587725075531628703,5530,SB
588009371224768658,193998,Ser
587736807224967313,97906,SB
588018253765345584,234665,Ei
587733398641246395,66274,Ei
587741720673255562,157641,Ei
588848900462543025,244368,Ei
588017605759729812,212854,Sc
587739406266532214,126435,SB
588017991222493308,230324,Sb
587739610243137673,133021,Ei
587738409789751404,110397,Er
588015509823488106,293777,SB
588015508218839163,290341,Er
587741602573320392,263484,Ei
588007005775527965,267721,Sc
587741829658706080,264155,Sb
587741532784033966,152391,Ei
587735666384765061,85340,Ei
587739647283691624,133954,Sc
587741816250892437,160288,SB
587738067266699411,108191,Sc
587735665305911299,84600,Ei
588023240744698014,236210,SB
587739630093992135,260959,Ec
587729652348223694,36678,Ei
587731185123917839,276323,SB
588017109678948427,269515,Sb
587738948293820517,116507,SB
587739844845764724,144784,Ec
587736526441808039,90580,Ei
587728931871523021,248795,Ser
587742628523606225,179576,Ei
587729229300826184,32922,SB
587742013276029098,162993,Sc
587739132962668710,120349,SB
587738410321707266,110568,SB
587739459370418393,129745,Ei
587722983908442343,245775,SB
587724649253699623,2727,Er
587732772650090683,63255,SB
587736915680952589,100344,Sc
587741708341215397,263583,Sb
587731172230824838,275171,SB
588023670780198951,237434,SB
587741816250564734,160279,Sb
587735043606708636,77866,SB
587742550676668616,265298,Sc
587725816953045017,12428,Sb
588007004700410031,267625,Sc
587728880877043810,26187,Ei
587735349108408423,81890,Sc
587741489815027774,262895,Ser
587742573224657026,265574,Sen
587739407829631453,127963,SB
587735349097791683,81720,Sd
587742575919890587,175297,SB
588848900434624710,243834,Sb
587736899038937373,99681,SB
587742015436750942,165585,Sc
587736946813108616,102710,Sc
587741533844144187,153154,Ei
587736898500690196,99530,Er
587735349110046807,81943,Er
587742061634650503,168247,Ei
587738952031338570,117122,Sb
587739827677495436,143102,Sen
587742061072285764,167083,Sb
587735743693848937,88117,Ei
587741421635829792,262831,Sen
587732050550915280,50124,Sc
588017729228570690,223323,SB
587741532775055458,152282,SB
588010359077077130,196044,Er
587739296699777127,122138,Ei
587736919969562693,257077,Ei
587739845392925053,145298,Ec
587729651811287290,36608,Ei
588017949893394537,225516,Ec
588017566563565589,209930,Er
587738568712847456,112098,Er
587727867254604154,21847,Er
588017705086877751,219311,Ser
587733397571829976,65700,Sc
587734623244058752,73741,Sc
587724649261629646,2837,SB
587733399178510462,253333,Ser
587739506084741297,130646,Ei
587726102557294789,21389,Ei
587729386067591416,33957,Sb
587722982281838769,222,Ei
587732577238777985,56693,Er
587724648182186038,2170,Sc
587730021718360132,250318,Sc
588017977839124683,226370,SB
587725773456933153,11501,SB
587739131893317819,119844,Ec
587732703405408458,60779,Sc
588010358538436610,195498,Sc
587730846351753294,274047,SB
588017978335559877,226488,Sc
588017116129329251,209149,Er
587745402005291285,187266,Er
587741532793143339,152593,Ei
587742575922315387,175331,Ec
587736808845344966,98506,Ei
588010137342378153,194986,Er
587728309098053784,23457,Sen
587745539970433059,188439,A
587732578848669828,57634,Ser
588848898848063571,242115,Er
588017626682359923,270309,Sc
587725489985814673,7709,Sen
587729160047755500,31813,Ei
587732771035021471,61741,Ec
587739610229637195,260881,SB
587728669341319398,24298,Ec
587739609710198888,132724,Er
588018091616305314,272533,SB
587745244704538800,187040,Er
587732482731737380,54121,Ei
587731174109348961,275689,Ei
588017711514058926,219470,SB
587738568702623882,111941,Sc
587736783077769716,97555,SB
587739720295645290,137854,Ser
587732134305530006,51224,Er
587741725510991977,158955,Sen
588010878770806829,198047,Sb
588017730836955238,223789,Ei
588023048021868694,235870,Er
587729158969294976,30889,Sb
588017979444363402,228707,Er
588017948810870850,224853,Ei
587732770511454342,61505,Ei
587735665320460694,84816,Ser
587726033857478743,247908,Sen
587731500263407750,250683,Sc
587739380447707253,124310,Ei
587726015613108311,247426,SB
587732701797875769,59675,Er
587739648355663925,134284,Er
588017990695256178,230073,Ei
587741816238244188,160108,Sc
587732772107124986,62746,Er
587732471457120540,53565,Ei
587742060007391358,165929,Er
587733604800463022,70893,Sc
588013381673746449,203261,SB
587731913110847523,49571,SB
587728310178611309,23923,Sc
587736917288354025,257047,Ei
588017115056046117,208924,Ec
588015508739326021,290957,Sb
587731680657277037,45808,SB
587739707422081340,136095,Ei
587736807771865282,98155,Ei
587733398112567547,66099,Er
587733609622470773,72196,Sb
587733398109880492,66061,Er
587725775069380717,246948,Sc
587732578312126587,57311,Er
587741817859670228,264057,Sc
587738947210248284,115553,SB
588848900450353291,244159,Sb
587725473343668346,7547,Sb
587739721383804931,139133,SB
587735742073077977,87415,Ei
588848900473356570,244539,Er
587742568933359788,173852,Ei
587738565480546726,111564,Ser
587741720672665733,157633,SB
587726031177187497,16934,Ei
587737810113986848,106153,SB
587736946813501893,102715,Ei
587739507161825415,131080,SB
587739827675398459,142982,Sc
587738951492370498,116976,SB
587729386078928988,34121,Sc
587736584981512469,94210,Sb
587731500260065329,44007,Ser
587732702864408715,60365,Sen
588015510362194117,295101,SB
587739647281922151,133921,Sc
587744874248405449,185917,Sc
588017977815138396,226042,SB
587732579382001690,57774,Ei
587735348021624886,80755,Er
587736809912729745,98730,SB
587734950204342426,77391,SB
587722982830440774,812,Sb
587730021719933158,41091,Ei
587736916752990218,100720,Ser
587733604808589828,253854,Sd
587738618097434711,114550,Er
587728309636300808,23717,SB
587739115236295051,118740,Er
587732771590766695,62584,Ei
587742773484060774,181045,Sd
587742062678048844,169234,Ei
587732577234714779,56626,Er
587739096993824922,117744,SB
588017726015013012,222511,Sen
588017704531918925,270796,Ec
587731512067620999,282393,Ser
587732483289841738,54979,Sb
588017626700972125,214525,Sc
587726033849679992,19846,Ser
587729652887519297,36891,Er
588010360158028004,196999,SB
587736478669603074,89519,Sc
587742576989175964,176011,Er
